method,specification_type,reference_week,signal_date,execution_date,regime_reference_month,ticker,target_weight,is_live_only,posterior_map_regime,optimization_outcome,anchor_core_method,posterior_sleeve_method,pooled_core_fraction,posterior_sleeve_fraction,pooled_core_target_weight,posterior_sleeve_target_weight,posterior_active_deviation
posterior_optimized,baseline,2018-02-05,2018-02-05,2018-02-05,2018-02-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-12,2018-02-12,2018-02-12,2018-02-01,SPY,0.3384577872662376,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-12,2018-02-12,2018-02-12,2018-02-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-12,2018-02-12,2018-02-12,2018-02-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-12,2018-02-12,2018-02-12,2018-02-01,HYG,0.1525753827534685,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-12,2018-02-12,2018-02-12,2018-02-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-12,2018-02-12,2018-02-12,2018-02-01,GLD,0.1615422127337628,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-12,2018-02-12,2018-02-12,2018-02-01,LQD,0.34742461724653106,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-12,2018-02-12,2018-02-12,2018-02-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-02-19,2018-02-19,2018-02-20,2018-02-01,SPY,0.3439029079378596,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-19,2018-02-19,2018-02-20,2018-02-01,IEF,0.0,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-19,2018-02-19,2018-02-20,2018-02-01,TIP,0.0,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-19,2018-02-19,2018-02-20,2018-02-01,HYG,0.15195937018232863,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-19,2018-02-19,2018-02-20,2018-02-01,BIL,0.0,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-19,2018-02-19,2018-02-20,2018-02-01,GLD,0.16207219878796428,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-19,2018-02-19,2018-02-20,2018-02-01,LQD,0.34206552309184757,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-19,2018-02-19,2018-02-20,2018-02-01,AGG,0.0,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-26,2018-02-26,2018-02-26,2018-02-01,SPY,0.3466451441612642,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-26,2018-02-26,2018-02-26,2018-02-01,IEF,0.0,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-26,2018-02-26,2018-02-26,2018-02-01,TIP,0.0,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-26,2018-02-26,2018-02-26,2018-02-01,HYG,0.15201102472381495,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-26,2018-02-26,2018-02-26,2018-02-01,BIL,0.0,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-26,2018-02-26,2018-02-26,2018-02-01,GLD,0.1603218565213561,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-26,2018-02-26,2018-02-26,2018-02-01,LQD,0.34102197459356487,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-02-26,2018-02-26,2018-02-26,2018-02-01,AGG,0.0,False,growth_down_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-05,2018-03-05,2018-03-05,2018-03-01,SPY,0.34267063122818925,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-05,2018-03-05,2018-03-05,2018-03-01,IEF,0.0,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-05,2018-03-05,2018-03-05,2018-03-01,TIP,0.0,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-05,2018-03-05,2018-03-05,2018-03-01,HYG,0.1534528463305324,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-05,2018-03-05,2018-03-05,2018-03-01,BIL,0.0,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-05,2018-03-05,2018-03-05,2018-03-01,GLD,0.16115585230267354,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-05,2018-03-05,2018-03-05,2018-03-01,LQD,0.34272067013860474,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-05,2018-03-05,2018-03-05,2018-03-01,AGG,0.0,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-12,2018-03-12,2018-03-12,2018-03-01,SPY,0.34999999999999964,False,growth_up_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-12,2018-03-12,2018-03-12,2018-03-01,IEF,0.0,False,growth_up_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-12,2018-03-12,2018-03-12,2018-03-01,TIP,0.0,False,growth_up_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-12,2018-03-12,2018-03-12,2018-03-01,HYG,0.1500000000000001,False,growth_up_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-12,2018-03-12,2018-03-12,2018-03-01,BIL,0.0,False,growth_up_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-12,2018-03-12,2018-03-12,2018-03-01,GLD,0.16328379720964728,False,growth_up_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-12,2018-03-12,2018-03-12,2018-03-01,LQD,0.336716202790353,False,growth_up_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-12,2018-03-12,2018-03-12,2018-03-01,AGG,0.0,False,growth_up_inflation_up,optimal,,,,,,,
posterior_optimized,baseline,2018-03-19,2018-03-19,2018-03-19,2018-03-01,SPY,0.34972324024304263,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-19,2018-03-19,2018-03-19,2018-03-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-19,2018-03-19,2018-03-19,2018-03-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-19,2018-03-19,2018-03-19,2018-03-01,HYG,0.1502767597569574,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-19,2018-03-19,2018-03-19,2018-03-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-19,2018-03-19,2018-03-19,2018-03-01,GLD,0.16021755811449245,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-19,2018-03-19,2018-03-19,2018-03-01,LQD,0.3397824418855075,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-19,2018-03-19,2018-03-19,2018-03-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-26,2018-03-26,2018-03-26,2018-03-01,SPY,0.34809913191387476,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-26,2018-03-26,2018-03-26,2018-03-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-26,2018-03-26,2018-03-26,2018-03-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-26,2018-03-26,2018-03-26,2018-03-01,HYG,0.15190086808612524,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-26,2018-03-26,2018-03-26,2018-03-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-26,2018-03-26,2018-03-26,2018-03-01,GLD,0.1558723489781465,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-26,2018-03-26,2018-03-26,2018-03-01,LQD,0.3441276510218535,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-03-26,2018-03-26,2018-03-26,2018-03-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-02,2018-04-02,2018-04-02,2018-04-01,SPY,0.34838645498727444,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-02,2018-04-02,2018-04-02,2018-04-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-02,2018-04-02,2018-04-02,2018-04-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-02,2018-04-02,2018-04-02,2018-04-01,HYG,0.15161354501272553,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-02,2018-04-02,2018-04-02,2018-04-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-02,2018-04-02,2018-04-02,2018-04-01,GLD,0.15299161813417286,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-02,2018-04-02,2018-04-02,2018-04-01,LQD,0.34700838186582716,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-02,2018-04-02,2018-04-02,2018-04-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-09,2018-04-09,2018-04-09,2018-04-01,SPY,0.3468173438154052,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-09,2018-04-09,2018-04-09,2018-04-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-09,2018-04-09,2018-04-09,2018-04-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-09,2018-04-09,2018-04-09,2018-04-01,HYG,0.15238320312315948,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-09,2018-04-09,2018-04-09,2018-04-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-09,2018-04-09,2018-04-09,2018-04-01,GLD,0.15318265618459567,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-09,2018-04-09,2018-04-09,2018-04-01,LQD,0.3476167968768397,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-09,2018-04-09,2018-04-09,2018-04-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-16,2018-04-16,2018-04-16,2018-04-01,SPY,0.3490225628937532,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-16,2018-04-16,2018-04-16,2018-04-01,IEF,0.0,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-16,2018-04-16,2018-04-16,2018-04-01,TIP,0.0,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-16,2018-04-16,2018-04-16,2018-04-01,HYG,0.15097743710624667,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-16,2018-04-16,2018-04-16,2018-04-01,BIL,0.0,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-16,2018-04-16,2018-04-16,2018-04-01,GLD,0.1548353058763814,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-16,2018-04-16,2018-04-16,2018-04-01,LQD,0.3451646941236187,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-16,2018-04-16,2018-04-16,2018-04-01,AGG,0.0,False,growth_down_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-23,2018-04-23,2018-04-23,2018-04-01,SPY,0.34999999999999953,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-23,2018-04-23,2018-04-23,2018-04-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-23,2018-04-23,2018-04-23,2018-04-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-23,2018-04-23,2018-04-23,2018-04-01,HYG,0.14999999999999916,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-23,2018-04-23,2018-04-23,2018-04-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-23,2018-04-23,2018-04-23,2018-04-01,GLD,0.15638145628975209,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-23,2018-04-23,2018-04-23,2018-04-01,LQD,0.3436185437102492,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-23,2018-04-23,2018-04-23,2018-04-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-30,2018-04-30,2018-04-30,2018-04-01,SPY,0.34962366470938466,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-30,2018-04-30,2018-04-30,2018-04-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-30,2018-04-30,2018-04-30,2018-04-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-30,2018-04-30,2018-04-30,2018-04-01,HYG,0.15010977237224823,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-30,2018-04-30,2018-04-30,2018-04-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-30,2018-04-30,2018-04-30,2018-04-01,GLD,0.15647392746482955,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-30,2018-04-30,2018-04-30,2018-04-01,LQD,0.34379263545353755,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-04-30,2018-04-30,2018-04-30,2018-04-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-07,2018-05-07,2018-05-07,2018-05-01,SPY,0.3488456938945804,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-07,2018-05-07,2018-05-07,2018-05-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-07,2018-05-07,2018-05-07,2018-05-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-07,2018-05-07,2018-05-07,2018-05-01,HYG,0.15062035264686446,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-07,2018-05-07,2018-05-07,2018-05-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-07,2018-05-07,2018-05-07,2018-05-01,GLD,0.15701741257694193,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-07,2018-05-07,2018-05-07,2018-05-01,LQD,0.34351654088161315,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-07,2018-05-07,2018-05-07,2018-05-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-14,2018-05-14,2018-05-14,2018-05-01,SPY,0.3500000000000003,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-14,2018-05-14,2018-05-14,2018-05-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-14,2018-05-14,2018-05-14,2018-05-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-14,2018-05-14,2018-05-14,2018-05-01,HYG,0.15000000000000005,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-14,2018-05-14,2018-05-14,2018-05-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-14,2018-05-14,2018-05-14,2018-05-01,GLD,0.1559949620443492,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-14,2018-05-14,2018-05-14,2018-05-01,LQD,0.3440050379556504,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-14,2018-05-14,2018-05-14,2018-05-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-21,2018-05-21,2018-05-21,2018-05-01,SPY,0.34999999999999915,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-21,2018-05-21,2018-05-21,2018-05-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-21,2018-05-21,2018-05-21,2018-05-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-21,2018-05-21,2018-05-21,2018-05-01,HYG,0.1499999999999998,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-21,2018-05-21,2018-05-21,2018-05-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-21,2018-05-21,2018-05-21,2018-05-01,GLD,0.153968773343022,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-21,2018-05-21,2018-05-21,2018-05-01,LQD,0.34603122665697905,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-21,2018-05-21,2018-05-21,2018-05-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-28,2018-05-28,2018-05-29,2018-05-01,SPY,0.35,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-28,2018-05-28,2018-05-29,2018-05-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-28,2018-05-28,2018-05-29,2018-05-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-28,2018-05-28,2018-05-29,2018-05-01,HYG,0.14966284981146036,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-28,2018-05-28,2018-05-29,2018-05-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-28,2018-05-28,2018-05-29,2018-05-01,GLD,0.15205677623496935,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-28,2018-05-28,2018-05-29,2018-05-01,LQD,0.3482803739535703,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-05-28,2018-05-28,2018-05-29,2018-05-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-06-04,2018-06-04,2018-06-04,2018-06-01,SPY,0.3500000000000003,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-06-04,2018-06-04,2018-06-04,2018-06-01,IEF,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-06-04,2018-06-04,2018-06-04,2018-06-01,TIP,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-06-04,2018-06-04,2018-06-04,2018-06-01,HYG,0.15000000000000063,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-06-04,2018-06-04,2018-06-04,2018-06-01,BIL,0.0,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-06-04,2018-06-04,2018-06-04,2018-06-01,GLD,0.15106484312497095,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-06-04,2018-06-04,2018-06-04,2018-06-01,LQD,0.3489351568750281,False,growth_up_inflation_down,optimal,,,,,,,
posterior_optimized,baseline,2018-06-04,2018-06-04,2018-06-04,2018-06-01,AGG,0.0,False,growth_up_inflation_down,optimal,,,,,,,
