method,specification_type,reference_week,signal_date,execution_date,regime_reference_month,ticker,target_weight,pooled_benchmark_weight,active_weight,is_live_only,oracle_regime_id,future_regime_information_used,optimization_outcome
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-15,2018-01-15,2018-01-16,2018-01-01,TIP,0.049058770030773906,0.0,0.049058770030773906,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-15,2018-01-15,2018-01-16,2018-01-01,HYG,0.1622173101450714,0.1499999999999999,0.012217310145071492,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-15,2018-01-15,2018-01-16,2018-01-01,BIL,0.008411386041910284,0.0,0.008411386041910284,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-15,2018-01-15,2018-01-16,2018-01-01,GLD,0.1633977216819463,0.1510790458068243,0.012318675875122004,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-15,2018-01-15,2018-01-16,2018-01-01,LQD,0.29892095419317594,0.3489209541931759,-0.04999999999999999,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-15,2018-01-15,2018-01-16,2018-01-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-22,2018-01-22,2018-01-22,2018-01-01,SPY,0.30279617862925995,0.3500000000000002,-0.04720382137074025,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-22,2018-01-22,2018-01-22,2018-01-01,IEF,0.014892627700722867,0.0,0.014892627700722867,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-22,2018-01-22,2018-01-22,2018-01-01,TIP,0.049002855035124825,0.0,0.049002855035124825,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-22,2018-01-22,2018-01-22,2018-01-01,HYG,0.16253372274549543,0.1499999999999998,0.012533722745495635,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-22,2018-01-22,2018-01-22,2018-01-01,BIL,0.008440192980528838,0.0,0.008440192980528838,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-22,2018-01-22,2018-01-22,2018-01-01,GLD,0.16367047745490257,0.1513360545460344,0.012334422908868159,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-22,2018-01-22,2018-01-22,2018-01-01,LQD,0.2986639454539655,0.3486639454539654,-0.04999999999999988,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-22,2018-01-22,2018-01-22,2018-01-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-29,2018-01-29,2018-01-29,2018-01-01,SPY,0.3047467039247811,0.3499999999999995,-0.045253296075218385,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-29,2018-01-29,2018-01-29,2018-01-01,IEF,0.014710544393323612,0.0,0.014710544393323612,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-29,2018-01-29,2018-01-29,2018-01-01,TIP,0.048471771411810825,0.0,0.048471771411810825,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-29,2018-01-29,2018-01-29,2018-01-01,HYG,0.16119723577118955,0.1500000000000017,0.011197235771187863,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-29,2018-01-29,2018-01-29,2018-01-01,BIL,0.008347776330913182,0.0,0.008347776330913182,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-29,2018-01-29,2018-01-29,2018-01-01,GLD,0.16382071903761736,0.1512947508696344,0.01252596816798296,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-29,2018-01-29,2018-01-29,2018-01-01,LQD,0.2987052491303644,0.3487052491303644,-0.04999999999999999,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-01-29,2018-01-29,2018-01-29,2018-01-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-05,2018-02-05,2018-02-05,2018-02-01,SPY,0.29905409663542853,0.3471009618650933,-0.04804686522966478,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-05,2018-02-05,2018-02-05,2018-02-01,IEF,0.014823777739849026,0.0,0.014823777739849026,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-05,2018-02-05,2018-02-05,2018-02-01,TIP,0.04899716037578419,0.0,0.04899716037578419,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-05,2018-02-05,2018-02-05,2018-02-01,HYG,0.1622427318871981,0.1511896426445231,0.011053089242675007,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-05,2018-02-05,2018-02-05,2018-02-01,BIL,0.008504072029987566,0.0,0.008504072029987566,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-05,2018-02-05,2018-02-05,2018-02-01,GLD,0.16532045785460264,0.1528990381349067,0.01242141971969593,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-05,2018-02-05,2018-02-05,2018-02-01,LQD,0.30105770347715005,0.3488103573554768,-0.04775265387832672,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-05,2018-02-05,2018-02-05,2018-02-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-12,2018-02-12,2018-02-12,2018-02-01,SPY,0.2960752930326516,0.3460752930326515,-0.04999999999999988,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-12,2018-02-12,2018-02-12,2018-02-01,IEF,0.01316761749163388,0.0,0.01316761749163388,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-12,2018-02-12,2018-02-12,2018-02-01,TIP,0.04972090407073149,0.0,0.04972090407073149,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-12,2018-02-12,2018-02-12,2018-02-01,HYG,0.16343231336395375,0.1525851778202535,0.01084713554370026,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-12,2018-02-12,2018-02-12,2018-02-01,BIL,0.008686361170245438,0.0,0.008686361170245438,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-12,2018-02-12,2018-02-12,2018-02-01,GLD,0.1661164156289409,0.1539247069673486,0.012191708661592277,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-12,2018-02-12,2018-02-12,2018-02-01,LQD,0.3028010952418429,0.3474148221797464,-0.0446137269379035,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-12,2018-02-12,2018-02-12,2018-02-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-19,2018-02-19,2018-02-20,2018-02-01,SPY,0.30124632965830433,0.3499999999999992,-0.048753670341694866,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-19,2018-02-19,2018-02-20,2018-02-01,IEF,0.012915766288584771,0.0,0.012915766288584771,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-19,2018-02-19,2018-02-20,2018-02-01,TIP,0.04888345019291129,0.0,0.04888345019291129,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-19,2018-02-19,2018-02-20,2018-02-01,HYG,0.16299309411894916,0.1500000000000002,0.012993094118948972,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-19,2018-02-19,2018-02-20,2018-02-01,BIL,0.008539628424712254,0.0,0.008539628424712254,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-19,2018-02-19,2018-02-20,2018-02-01,GLD,0.16688730732189253,0.1544146197854101,0.012472687536482424,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-19,2018-02-19,2018-02-20,2018-02-01,LQD,0.29853442399464575,0.3455853802145902,-0.04705095621994443,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-19,2018-02-19,2018-02-20,2018-02-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-26,2018-02-26,2018-02-26,2018-02-01,SPY,0.30371677736243846,0.3499999999999991,-0.04628322263756063,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-26,2018-02-26,2018-02-26,2018-02-01,IEF,0.01293518363936771,0.0,0.01293518363936771,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-26,2018-02-26,2018-02-26,2018-02-01,TIP,0.0489215788818102,0.0,0.0489215788818102,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-26,2018-02-26,2018-02-26,2018-02-01,HYG,0.16308520049045133,0.1499999999999997,0.013085200490451643,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-26,2018-02-26,2018-02-26,2018-02-01,BIL,0.008528466782410727,0.0,0.008528466782410727,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-26,2018-02-26,2018-02-26,2018-02-01,GLD,0.16512212260141143,0.1527286633988434,0.012393459202568041,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-26,2018-02-26,2018-02-26,2018-02-01,LQD,0.29769067024211016,0.3472713366011576,-0.049580666359047454,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-02-26,2018-02-26,2018-02-26,2018-02-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-05,2018-03-05,2018-03-05,2018-03-01,SPY,0.29981418781965474,0.3464667211888468,-0.04665253336919206,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-05,2018-03-05,2018-03-05,2018-03-01,IEF,0.013077280837190394,0.0,0.013077280837190394,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-05,2018-03-05,2018-03-05,2018-03-01,TIP,0.049566572597595254,0.0,0.049566572597595254,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-05,2018-03-05,2018-03-05,2018-03-01,HYG,0.164401602908529,0.1514327281194457,0.012968874789083318,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-05,2018-03-05,2018-03-05,2018-03-01,BIL,0.008636881306804843,0.0,0.008636881306804843,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-05,2018-03-05,2018-03-05,2018-03-01,GLD,0.16574874346494517,0.1535332788111532,0.012215464653791974,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-05,2018-03-05,2018-03-05,2018-03-01,LQD,0.2987547310652806,0.3485672718805541,-0.049812540815273476,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-05,2018-03-05,2018-03-05,2018-03-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-12,2018-03-12,2018-03-12,2018-03-01,SPY,0.3084663931576352,0.3499999999999992,-0.04153360684236401,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-12,2018-03-12,2018-03-12,2018-03-01,IEF,0.012862931682764242,0.0,0.012862931682764242,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-12,2018-03-12,2018-03-12,2018-03-01,TIP,0.048798634296918254,0.0,0.048798634296918254,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-12,2018-03-12,2018-03-12,2018-03-01,HYG,0.16333801119220348,0.1500000000000024,0.013338011192201071,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-12,2018-03-12,2018-03-12,2018-03-01,BIL,0.008532090632333397,0.0,0.008532090632333397,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-12,2018-03-12,2018-03-12,2018-03-01,GLD,0.16396793306432336,0.1575779573158237,0.006389975748499671,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-12,2018-03-12,2018-03-12,2018-03-01,LQD,0.294034005973822,0.3424220426841746,-0.04838803671035258,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-12,2018-03-12,2018-03-12,2018-03-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-19,2018-03-19,2018-03-19,2018-03-01,SPY,0.3052996184923031,0.346534693170861,-0.041235074678557915,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-19,2018-03-19,2018-03-19,2018-03-01,IEF,0.012958148236031614,0.0,0.012958148236031614,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-19,2018-03-19,2018-03-19,2018-03-01,TIP,0.04901273019177143,0.0,0.04901273019177143,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-19,2018-03-19,2018-03-19,2018-03-01,HYG,0.16357110745449274,0.1502695063012804,0.013301601153212356,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-19,2018-03-19,2018-03-19,2018-03-01,BIL,0.008565118348653762,0.0,0.008565118348653762,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-19,2018-03-19,2018-03-19,2018-03-01,GLD,0.16400550199866795,0.1576722379525852,0.006333264046082754,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-19,2018-03-19,2018-03-19,2018-03-01,LQD,0.29658777527807934,0.3455235625752734,-0.048935787297194056,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-19,2018-03-19,2018-03-19,2018-03-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-26,2018-03-26,2018-03-26,2018-03-01,SPY,0.29300264979046664,0.3353247271810746,-0.04232207739060795,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-26,2018-03-26,2018-03-26,2018-03-01,IEF,0.013242231366179108,0.0,0.013242231366179108,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-26,2018-03-26,2018-03-26,2018-03-01,TIP,0.04999999999999999,0.0,0.04999999999999999,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-26,2018-03-26,2018-03-26,2018-03-01,HYG,0.1648255958517133,0.1518814611204372,0.012944134731276091,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-26,2018-03-26,2018-03-26,2018-03-01,BIL,0.008709825777220246,0.0,0.008709825777220246,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-26,2018-03-26,2018-03-26,2018-03-01,GLD,0.1707716328547836,0.164675272818926,0.0060963600358576175,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-26,2018-03-26,2018-03-26,2018-03-01,LQD,0.2994480643596371,0.3481185388795619,-0.04867047451992479,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-03-26,2018-03-26,2018-03-26,2018-03-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-02,2018-04-02,2018-04-02,2018-04-01,SPY,0.2934189388601475,0.3386995342514476,-0.04528059539130008,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-02,2018-04-02,2018-04-02,2018-04-01,IEF,0.013295974449985723,0.0,0.013295974449985723,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-02,2018-04-02,2018-04-02,2018-04-01,TIP,0.05,0.0,0.05,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-02,2018-04-02,2018-04-02,2018-04-01,HYG,0.1649785967905286,0.1519562148559955,0.01302238193453309,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-02,2018-04-02,2018-04-02,2018-04-01,BIL,0.008827292086608226,0.0,0.008827292086608226,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-02,2018-04-02,2018-04-02,2018-04-01,GLD,0.16734479593859128,0.1613004657485522,0.006044330190039082,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-02,2018-04-02,2018-04-02,2018-04-01,LQD,0.3021344018741386,0.3480437851440047,-0.0459093832698661,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-02,2018-04-02,2018-04-02,2018-04-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-09,2018-04-09,2018-04-09,2018-04-01,SPY,0.29105538462807273,0.3385126165947155,-0.047457231966642754,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-09,2018-04-09,2018-04-09,2018-04-01,IEF,0.013329995885129517,0.0,0.013329995885129517,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-09,2018-04-09,2018-04-09,2018-04-01,TIP,0.05,0.0,0.05,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-09,2018-04-09,2018-04-09,2018-04-01,HYG,0.1657243705464443,0.1527139045296807,0.013010466016763589,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-09,2018-04-09,2018-04-09,2018-04-01,BIL,0.008853528914250812,0.0,0.008853528914250812,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-09,2018-04-09,2018-04-09,2018-04-01,GLD,0.16762984519412671,0.1614873834052846,0.0061424617888421185,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-09,2018-04-09,2018-04-09,2018-04-01,LQD,0.3034068748319759,0.347286095470319,-0.0438792206383431,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-09,2018-04-09,2018-04-09,2018-04-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-16,2018-04-16,2018-04-16,2018-04-01,SPY,0.29304057992405413,0.3406824316899341,-0.04764185176587998,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-16,2018-04-16,2018-04-16,2018-04-01,IEF,0.013208987108147701,0.0,0.013208987108147701,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-16,2018-04-16,2018-04-16,2018-04-01,TIP,0.04978182191779638,0.0,0.04978182191779638,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-16,2018-04-16,2018-04-16,2018-04-01,HYG,0.1660929615186823,0.1529911058160415,0.013101855702640802,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-16,2018-04-16,2018-04-16,2018-04-01,BIL,0.008787801641266208,0.0,0.008787801641266208,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-16,2018-04-16,2018-04-16,2018-04-01,GLD,0.16768284155084395,0.1614725227563792,0.006210318794464764,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-16,2018-04-16,2018-04-16,2018-04-01,LQD,0.3014050063392093,0.3448539397376451,-0.04344893339843581,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-16,2018-04-16,2018-04-16,2018-04-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-23,2018-04-23,2018-04-23,2018-04-01,SPY,0.2945112112195132,0.3424336691747819,-0.04792245795526873,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-23,2018-04-23,2018-04-23,2018-04-01,IEF,0.013195956771827179,0.0,0.013195956771827179,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-23,2018-04-23,2018-04-23,2018-04-01,TIP,0.049904999217770696,0.0,0.049904999217770696,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-23,2018-04-23,2018-04-23,2018-04-01,HYG,0.16620301740099575,0.153111042367645,0.013091975033350745,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-23,2018-04-23,2018-04-23,2018-04-01,BIL,0.008845786266361446,0.0,0.008845786266361446,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-23,2018-04-23,2018-04-23,2018-04-01,GLD,0.16730429980618328,0.1611275347596292,0.006176765046554067,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-23,2018-04-23,2018-04-23,2018-04-01,LQD,0.3000347293173484,0.3433277536979437,-0.04329302438059529,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-23,2018-04-23,2018-04-23,2018-04-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-30,2018-04-30,2018-04-30,2018-04-01,SPY,0.294125602251007,0.3420609982919458,-0.04793539604093883,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-30,2018-04-30,2018-04-30,2018-04-01,IEF,0.013227613468811183,0.0,0.013227613468811183,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-30,2018-04-30,2018-04-30,2018-04-01,TIP,0.05,0.0,0.05,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-30,2018-04-30,2018-04-30,2018-04-01,HYG,0.1662856730850577,0.1532210886243194,0.013064584460738299,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-30,2018-04-30,2018-04-30,2018-04-01,BIL,0.008861274560698133,0.0,0.008861274560698133,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-30,2018-04-30,2018-04-30,2018-04-01,GLD,0.16738343876499476,0.1612207049841272,0.006162733780867569,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-30,2018-04-30,2018-04-30,2018-04-01,LQD,0.30011639786943123,0.3434972080996074,-0.04338081023017615,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-04-30,2018-04-30,2018-04-30,2018-04-01,AGG,0.0,0.0,0.0,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-05-07,2018-05-07,2018-05-07,2018-05-01,SPY,0.29345083076723616,0.3412847929540603,-0.04783396218682412,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-05-07,2018-05-07,2018-05-07,2018-05-01,IEF,0.013278332074569835,0.0,0.013278332074569835,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-05-07,2018-05-07,2018-05-07,2018-05-01,TIP,0.04999999999999987,0.0,0.04999999999999987,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-05-07,2018-05-07,2018-05-07,2018-05-01,HYG,0.1667719351630208,0.1537354665014942,0.013036468661526607,False,,False,optimal
pooled_relative_posterior_active_te100bp,benchmark_relative_active,2018-05-07,2018-05-07,2018-05-07,2018-05-01,BIL,0.00888116703496527,0.0,0.00888116703496527,False,,False,optimal
